[2026-06-28 00:51:25,616] INFO | logging_config | ===== AdsClass Logging initialisé =====
[2026-06-28 00:51:25,616] INFO | app | AdsClass démarré avec succès
[2026-06-28 00:51:27,776] INFO | logging_config | ===== AdsClass Logging initialisé =====
[2026-06-28 00:51:27,777] INFO | app | AdsClass démarré avec succès
[2026-06-28 00:54:26,580] INFO | logging_config | ===== AdsClass Logging initialisé =====
[2026-06-28 00:54:38,387] INFO | logging_config | ===== AdsClass Logging initialisé =====
[2026-06-28 00:54:40,129] INFO | logging_config | ===== AdsClass Logging initialisé =====
[2026-06-28 00:58:29,855] INFO | logging_config | ===== AdsClass Logging initialisé =====
[2026-06-28 00:58:31,958] INFO | logging_config | ===== AdsClass Logging initialisé =====
[2026-06-28 00:59:18,260] INFO | logging_config | ===== AdsClass Logging initialisé =====
